thread,action,start,end
0,addVehicle,1684249157781,1684249158206
0,updateVehicle,1684249158206,1684249158529
0,updateVehicle,1684249158529,1684249158863
0,updateVehicle,1684249158863,1684249159183
0,addVehicle,1684249159183,1684249159548
0,updateVehicle,1684249159548,1684249159993
0,updateVehicle,1684249159993,1684249160304
0,updateVehicle,1684249160304,1684249160630
0,updateVehicle,1684249160630,1684249160980
0,addVehicle,1684249160981,1684249161324
0,updateVehicle,1684249161325,1684249161732
0,addVehicle,1684249161732,1684249162143
0,updateVehicle,1684249162144,1684249162470
0,updateVehicle,1684249162470,1684249162772
0,updateVehicle,1684249162773,1684249163107
0,updateVehicle,1684249163107,1684249163471
0,updateVehicle,1684249163471,1684249163833
0,updateVehicle,1684249163833,1684249164150
0,updateVehicle,1684249164150,1684249164487
0,addVehicle,1684249164488,1684249164857
0,updateVehicle,1684249164857,1684249165195
0,updateVehicle,1684249165195,1684249165569
0,updateVehicle,1684249165569,1684249165910
0,addVehicle,1684249165910,1684249166276
0,updateVehicle,1684249166276,1684249166685
0,updateVehicle,1684249166685,1684249167016
0,updateVehicle,1684249167016,1684249167359
0,updateVehicle,1684249167359,1684249167683
0,updateVehicle,1684249167684,1684249168032
0,updateVehicle,1684249168032,1684249168449
0,addVehicle,1684249168449,1684249168788
0,updateVehicle,1684249168788,1684249169148
0,updateVehicle,1684249169148,1684249169484
0,addVehicle,1684249169485,1684249170156
0,updateVehicle,1684249170156,1684249170482
0,updateVehicle,1684249170482,1684249170893
0,updateVehicle,1684249170893,1684249171202
0,updateVehicle,1684249171202,1684249171509
0,updateVehicle,1684249171509,1684249171883
0,updateVehicle,1684249171883,1684249172271
0,updateVehicle,1684249172271,1684249172619
0,addVehicle,1684249172619,1684249173043
0,updateVehicle,1684249173043,1684249173395
0,updateVehicle,1684249173395,1684249173779
0,updateVehicle,1684249173779,1684249174101
0,updateVehicle,1684249174102,1684249174505
0,updateVehicle,1684249174505,1684249174905
0,updateVehicle,1684249174905,1684249175244
0,updateVehicle,1684249175244,1684249175595
0,addVehicle,1684249175595,1684249175948
0,updateVehicle,1684249175948,1684249176290
0,updateVehicle,1684249176290,1684249176683
0,addVehicle,1684249176684,1684249177054
0,updateVehicle,1684249177055,1684249177424
0,updateVehicle,1684249177424,1684249177744
0,updateVehicle,1684249177745,1684249178090
0,updateVehicle,1684249178090,1684249178424
0,addVehicle,1684249178424,1684249178811
0,updateVehicle,1684249178811,1684249179144
0,addVehicle,1684249179144,1684249179502
0,updateVehicle,1684249179502,1684249179866
0,updateVehicle,1684249179866,1684249180258
0,updateVehicle,1684249180258,1684249180642
0,updateVehicle,1684249180642,1684249180998
0,updateVehicle,1684249180998,1684249181346
0,updateVehicle,1684249181346,1684249181716
0,addVehicle,1684249181716,1684249182091
0,updateVehicle,1684249182091,1684249182426
0,updateVehicle,1684249182426,1684249182804
0,addVehicle,1684249182804,1684249183159
0,updateVehicle,1684249183159,1684249183514
0,updateVehicle,1684249183515,1684249183858
0,updateVehicle,1684249183858,1684249184257
0,updateVehicle,1684249184257,1684249184559
0,updateVehicle,1684249184559,1684249184937
0,updateVehicle,1684249184937,1684249185333
0,updateVehicle,1684249185333,1684249185685
0,addVehicle,1684249185685,1684249186099
0,updateVehicle,1684249186099,1684249186418
0,updateVehicle,1684249186418,1684249186750
0,updateVehicle,1684249186750,1684249187137
0,updateVehicle,1684249187137,1684249187513
0,updateVehicle,1684249187513,1684249187841
0,updateVehicle,1684249187841,1684249188119
0,updateVehicle,1684249188119,1684249188488
0,updateVehicle,1684249188488,1684249188789
0,updateVehicle,1684249188789,1684249189103
0,updateVehicle,1684249189103,1684249189497
0,addVehicle,1684249189497,1684249189855
0,updateVehicle,1684249189855,1684249190179
0,updateVehicle,1684249190179,1684249190519
0,addVehicle,1684249190519,1684249190891
0,updateVehicle,1684249190891,1684249191248
0,updateVehicle,1684249191248,1684249191622
0,updateVehicle,1684249191622,1684249191972
0,updateVehicle,1684249191972,1684249192332
0,updateVehicle,1684249192332,1684249192658
0,addVehicle,1684249192658,1684249193066
0,updateVehicle,1684249193066,1684249193410
0,updateVehicle,1684249193410,1684249193756
0,updateVehicle,1684249193756,1684249194095
0,addVehicle,1684249194096,1684249194452
0,updateVehicle,1684249194452,1684249194837
0,updateVehicle,1684249194837,1684249195264
0,updateVehicle,1684249195264,1684249195606
0,updateVehicle,1684249195606,1684249195955
0,updateVehicle,1684249195955,1684249196262
0,updateVehicle,1684249196262,1684249196582
0,updateVehicle,1684249196582,1684249196929
0,addVehicle,1684249196929,1684249197296
0,updateVehicle,1684249197296,1684249197666
0,updateVehicle,1684249197666,1684249198024
0,updateVehicle,1684249198024,1684249198390
0,updateVehicle,1684249198390,1684249198740
0,updateVehicle,1684249198740,1684249199155
0,updateVehicle,1684249199155,1684249199493
0,updateVehicle,1684249199493,1684249199848
0,addVehicle,1684249199848,1684249200211
0,updateVehicle,1684249200211,1684249200548
0,updateVehicle,1684249200548,1684249200982
0,updateVehicle,1684249200982,1684249201281
0,updateVehicle,1684249201281,1684249201581
0,updateVehicle,1684249201581,1684249201924
0,addVehicle,1684249201924,1684249202299
0,updateVehicle,1684249202299,1684249202663
0,updateVehicle,1684249202663,1684249203105
0,updateVehicle,1684249203105,1684249203412
0,updateVehicle,1684249203412,1684249203787
0,addVehicle,1684249203787,1684249204160
0,updateVehicle,1684249204160,1684249204533
0,updateVehicle,1684249204534,1684249204836
0,updateVehicle,1684249204836,1684249205174
0,updateVehicle,1684249205174,1684249205519
0,updateVehicle,1684249205519,1684249205908
0,updateVehicle,1684249205908,1684249206239
0,updateVehicle,1684249206239,1684249206549
0,updateVehicle,1684249206549,1684249206850
0,addVehicle,1684249206850,1684249207518
0,updateVehicle,1684249207518,1684249207837
0,addVehicle,1684249207837,1684249208244
0,updateVehicle,1684249208244,1684249208605
0,updateVehicle,1684249208605,1684249208931
0,updateVehicle,1684249208931,1684249209265
0,updateVehicle,1684249209265,1684249209605
0,updateVehicle,1684249209605,1684249210027
0,updateVehicle,1684249210027,1684249210368
0,updateVehicle,1684249210368,1684249210704
0,updateVehicle,1684249210704,1684249211050
0,addVehicle,1684249211050,1684249211432
0,updateVehicle,1684249211432,1684249211799
0,addVehicle,1684249211799,1684249212163
0,updateVehicle,1684249212163,1684249212498
0,addVehicle,1684249212499,1684249212876
0,updateVehicle,1684249212876,1684249213228
0,updateVehicle,1684249213228,1684249213617
0,updateVehicle,1684249213617,1684249213944
0,updateVehicle,1684249213944,1684249214281
0,addVehicle,1684249214281,1684249214679
0,updateVehicle,1684249214679,1684249215015
0,updateVehicle,1684249215015,1684249215369
0,addVehicle,1684249215369,1684249215753
0,updateVehicle,1684249215753,1684249216082
0,addVehicle,1684249216082,1684249216422
0,updateVehicle,1684249216422,1684249216693
0,updateVehicle,1684249216693,1684249216980
0,updateVehicle,1684249216980,1684249217236
0,updateVehicle,1684249217236,1684249217613
0,updateVehicle,1684249217613,1684249217977
0,addVehicle,1684249217977,1684249218261
0,updateVehicle,1684249218261,1684249218510
0,updateVehicle,1684249218510,1684249218779
0,updateVehicle,1684249218780,1684249219083
0,updateVehicle,1684249219083,1684249219365
3,addVehicle,1684248637586,1684248640007
3,updateVehicle,1684248640008,1684248640420
3,updateVehicle,1684248640420,1684248641073
3,updateVehicle,1684248641073,1684248641449
3,updateVehicle,1684248641449,1684248641791
3,addVehicle,1684248641791,1684248642164
3,updateVehicle,1684248642164,1684248642498
3,updateVehicle,1684248642498,1684248642921
3,updateVehicle,1684248642921,1684248643273
3,updateVehicle,1684248643273,1684248643611
3,updateVehicle,1684248643611,1684248643963
3,updateVehicle,1684248643963,1684248644320
3,updateVehicle,1684248644320,1684248644728
3,updateVehicle,1684248644728,1684248645079
3,updateVehicle,1684248645079,1684248645431
3,updateVehicle,1684248645432,1684248645793
3,addVehicle,1684248645793,1684248646123
3,updateVehicle,1684248646123,1684248646509
3,addVehicle,1684248646509,1684248646872
3,updateVehicle,1684248646872,1684248647237
3,updateVehicle,1684248647237,1684248647568
3,updateVehicle,1684248647568,1684248647971
3,updateVehicle,1684248647971,1684248648274
3,updateVehicle,1684248648274,1684248648617
3,addVehicle,1684248648617,1684248648982
3,updateVehicle,1684248648982,1684248649336
3,updateVehicle,1684248649336,1684248649721
3,addVehicle,1684248649721,1684248650093
3,updateVehicle,1684248650093,1684248650425
3,addVehicle,1684248650425,1684248650823
3,updateVehicle,1684248650823,1684248651168
3,updateVehicle,1684248651168,1684248651486
3,updateVehicle,1684248651486,1684248651830
3,updateVehicle,1684248651830,1684248652283
3,updateVehicle,1684248652284,1684248652598
3,updateVehicle,1684248652598,1684248652878
3,updateVehicle,1684248652879,1684248653293
3,addVehicle,1684248653293,1684248653648
3,updateVehicle,1684248653648,1684248653979
3,updateVehicle,1684248653979,1684248654273
3,updateVehicle,1684248654273,1684248654600
3,updateVehicle,1684248654600,1684248654953
3,updateVehicle,1684248654953,1684248655311
3,addVehicle,1684248655311,1684248655649
3,updateVehicle,1684248655649,1684248655978
3,updateVehicle,1684248655978,1684248656356
3,updateVehicle,1684248656356,1684248656696
3,addVehicle,1684248656696,1684248657041
3,updateVehicle,1684248657041,1684248657378
3,updateVehicle,1684248657378,1684248657795
3,updateVehicle,1684248657796,1684248658144
3,updateVehicle,1684248658144,1684248658560
3,updateVehicle,1684248658560,1684248658953
3,updateVehicle,1684248658953,1684248659304
3,addVehicle,1684248659304,1684248659688
3,updateVehicle,1684248659688,1684248660041
3,updateVehicle,1684248660041,1684248660379
3,updateVehicle,1684248660379,1684248660709
3,updateVehicle,1684248660710,1684248661024
3,updateVehicle,1684248661024,1684248661392
3,updateVehicle,1684248661392,1684248661816
3,addVehicle,1684248661816,1684248662187
3,updateVehicle,1684248662187,1684248662466
3,updateVehicle,1684248662466,1684248662787
3,updateVehicle,1684248662787,1684248663109
3,updateVehicle,1684248663109,1684248663488
3,updateVehicle,1684248663489,1684248663873
3,updateVehicle,1684248663874,1684248664314
3,addVehicle,1684248664314,1684248664663
3,updateVehicle,1684248664663,1684248664979
3,updateVehicle,1684248664979,1684248665358
3,updateVehicle,1684248665358,1684248665726
3,updateVehicle,1684248665726,1684248666102
3,updateVehicle,1684248666102,1684248666444
3,updateVehicle,1684248666445,1684248666817
3,updateVehicle,1684248666817,1684248667178
3,addVehicle,1684248667178,1684248667575
3,updateVehicle,1684248667575,1684248667911
3,updateVehicle,1684248667911,1684248668218
3,updateVehicle,1684248668218,1684248668542
3,updateVehicle,1684248668542,1684248668880
3,updateVehicle,1684248668880,1684248669299
3,updateVehicle,1684248669299,1684248669623
3,updateVehicle,1684248669623,1684248669950
3,addVehicle,1684248669950,1684248670352
3,updateVehicle,1684248670352,1684248670690
3,updateVehicle,1684248670690,1684248671112
3,addVehicle,1684248671112,1684248671494
3,updateVehicle,1684248671495,1684248671790
3,updateVehicle,1684248671790,1684248672102
3,updateVehicle,1684248672102,1684248672489
3,updateVehicle,1684248672489,1684248672846
3,updateVehicle,1684248672846,1684248673168
3,updateVehicle,1684248673168,1684248673518
3,updateVehicle,1684248673518,1684248673864
3,updateVehicle,1684248673864,1684248674221
3,addVehicle,1684248674221,1684248674616
3,updateVehicle,1684248674616,1684248674927
3,updateVehicle,1684248674927,1684248675258
3,addVehicle,1684248675258,1684248675609
3,updateVehicle,1684248675609,1684248675976
3,updateVehicle,1684248675976,1684248676310
3,updateVehicle,1684248676310,1684248676643
3,updateVehicle,1684248676643,1684248676975
3,updateVehicle,1684248676975,1684248677313
3,updateVehicle,1684248677313,1684248677693
3,updateVehicle,1684248677693,1684248678059
3,updateVehicle,1684248678059,1684248678385
3,updateVehicle,1684248678385,1684248678812
3,addVehicle,1684248678812,1684248679137
3,updateVehicle,1684248679137,1684248679440
3,updateVehicle,1684248679440,1684248679847
3,updateVehicle,1684248679847,1684248680173
3,updateVehicle,1684248680173,1684248680504
3,updateVehicle,1684248680504,1684248680827
3,updateVehicle,1684248680827,1684248681300
3,updateVehicle,1684248681300,1684248681607
3,updateVehicle,1684248681607,1684248681954
3,updateVehicle,1684248681954,1684248682336
3,addVehicle,1684248682336,1684248682666
3,updateVehicle,1684248682666,1684248683041
3,updateVehicle,1684248683041,1684248683400
3,addVehicle,1684248683400,1684248683746
3,updateVehicle,1684248683746,1684248684115
3,updateVehicle,1684248684115,1684248684511
3,updateVehicle,1684248684511,1684248684899
3,updateVehicle,1684248684899,1684248685227
3,updateVehicle,1684248685227,1684248685613
3,updateVehicle,1684248685613,1684248685978
3,updateVehicle,1684248685979,1684248686262
3,updateVehicle,1684248686262,1684248686652
3,updateVehicle,1684248686653,1684248687094
3,addVehicle,1684248687094,1684248687385
3,updateVehicle,1684248687385,1684248687710
3,updateVehicle,1684248687710,1684248687992
3,updateVehicle,1684248687992,1684248688358
3,updateVehicle,1684248688358,1684248688716
3,updateVehicle,1684248688716,1684248689083
3,updateVehicle,1684248689083,1684248689465
3,updateVehicle,1684248689465,1684248689850
3,updateVehicle,1684248689850,1684248690220
3,updateVehicle,1684248690220,1684248690543
3,addVehicle,1684248690543,1684248690835
3,updateVehicle,1684248690835,1684248691186
3,updateVehicle,1684248691186,1684248691502
3,updateVehicle,1684248691502,1684248691867
3,addVehicle,1684248691867,1684248692214
3,updateVehicle,1684248692214,1684248692539
3,updateVehicle,1684248692539,1684248692901
3,updateVehicle,1684248692901,1684248693304
3,updateVehicle,1684248693305,1684248693694
3,updateVehicle,1684248693694,1684248694012
3,updateVehicle,1684248694013,1684248694363
3,updateVehicle,1684248694363,1684248694692
3,updateVehicle,1684248694692,1684248694976
3,updateVehicle,1684248694976,1684248695399
3,addVehicle,1684248695399,1684248695783
3,updateVehicle,1684248695783,1684248696063
3,updateVehicle,1684248696063,1684248696416
3,updateVehicle,1684248696416,1684248696785
3,updateVehicle,1684248696785,1684248697165
3,updateVehicle,1684248697165,1684248697493
3,updateVehicle,1684248697493,1684248697860
3,updateVehicle,1684248697860,1684248698165
3,updateVehicle,1684248698165,1684248698594
3,updateVehicle,1684248698594,1684248698894
3,addVehicle,1684248698894,1684248699179
3,updateVehicle,1684248699179,1684248699541
3,updateVehicle,1684248699541,1684248699878
3,updateVehicle,1684248699878,1684248700161
3,updateVehicle,1684248700161,1684248700503
3,updateVehicle,1684248700503,1684248700806
3,updateVehicle,1684248700806,1684248701373
3,updateVehicle,1684248701373,1684248701693
3,updateVehicle,1684248701694,1684248702048
3,updateVehicle,1684248702048,1684248702429
3,addVehicle,1684248702429,1684248702760
3,updateVehicle,1684248702761,1684248703102
3,updateVehicle,1684248703102,1684248703435
3,addVehicle,1684248703435,1684248703859
3,updateVehicle,1684248703859,1684248704175
3,addVehicle,1684248704175,1684248704520
3,updateVehicle,1684248704520,1684248704881
3,updateVehicle,1684248704881,1684248705173
3,updateVehicle,1684248705173,1684248705620
3,updateVehicle,1684248705620,1684248705971
3,updateVehicle,1684248705971,1684248706310
3,updateVehicle,1684248706310,1684248706618
3,addVehicle,1684248706618,1684248706963
3,updateVehicle,1684248706963,1684248707367
3,updateVehicle,1684248707367,1684248707752
3,updateVehicle,1684248707752,1684248708095
3,updateVehicle,1684248708095,1684248708390
3,updateVehicle,1684248708390,1684248708687
3,updateVehicle,1684248708687,1684248709016
3,updateVehicle,1684248709016,1684248709395
3,updateVehicle,1684248709395,1684248709761
3,updateVehicle,1684248709761,1684248710117
3,updateVehicle,1684248710117,1684248710461
3,addVehicle,1684248710461,1684248710825
3,updateVehicle,1684248710826,1684248711156
3,updateVehicle,1684248711156,1684248711532
3,updateVehicle,1684248711533,1684248711902
3,updateVehicle,1684248711903,1684248712241
3,updateVehicle,1684248712241,1684248712584
3,updateVehicle,1684248712584,1684248712906
3,updateVehicle,1684248712906,1684248713285
3,updateVehicle,1684248713285,1684248713646
3,updateVehicle,1684248713646,1684248713974
3,addVehicle,1684248713974,1684248714323
3,updateVehicle,1684248714323,1684248714669
3,updateVehicle,1684248714669,1684248715028
3,updateVehicle,1684248715028,1684248715423
3,updateVehicle,1684248715424,1684248715766
3,updateVehicle,1684248715766,1684248716151
3,updateVehicle,1684248716152,1684248716491
3,updateVehicle,1684248716491,1684248716871
3,updateVehicle,1684248716871,1684248717179
3,updateVehicle,1684248717179,1684248717507
3,updateVehicle,1684248717507,1684248717833
3,addVehicle,1684248717833,1684248718193
3,updateVehicle,1684248718193,1684248718554
3,updateVehicle,1684248718554,1684248718873
3,updateVehicle,1684248718873,1684248719224
3,updateVehicle,1684248719224,1684248719566
3,updateVehicle,1684248719566,1684248719923
3,updateVehicle,1684248719923,1684248720310
3,addVehicle,1684248720310,1684248720673
3,updateVehicle,1684248720673,1684248721002
3,updateVehicle,1684248721002,1684248721331
3,updateVehicle,1684248721331,1684248721667
3,updateVehicle,1684248721667,1684248722066
3,updateVehicle,1684248722066,1684248722400
3,updateVehicle,1684248722400,1684248722763
3,updateVehicle,1684248722764,1684248723124
3,updateVehicle,1684248723124,1684248723466
3,addVehicle,1684248723466,1684248723874
3,updateVehicle,1684248723874,1684248724218
3,updateVehicle,1684248724218,1684248724581
3,updateVehicle,1684248724581,1684248724924
3,addVehicle,1684248724924,1684248725289
3,updateVehicle,1684248725290,1684248725675
3,updateVehicle,1684248725675,1684248726025
3,updateVehicle,1684248726025,1684248726364
3,updateVehicle,1684248726364,1684248726720
3,updateVehicle,1684248726721,1684248727078
3,updateVehicle,1684248727078,1684248727480
3,updateVehicle,1684248727480,1684248727813
3,updateVehicle,1684248727813,1684248728152
3,addVehicle,1684248728153,1684248728539
3,updateVehicle,1684248728539,1684248728911
3,addVehicle,1684248728911,1684248729261
3,updateVehicle,1684248729261,1684248729576
3,updateVehicle,1684248729576,1684248729911
3,updateVehicle,1684248729911,1684248730265
3,addVehicle,1684248730265,1684248730681
3,updateVehicle,1684248730681,1684248731000
3,addVehicle,1684248731000,1684248731352
3,updateVehicle,1684248731352,1684248731707
3,updateVehicle,1684248731707,1684248732083
3,updateVehicle,1684248732083,1684248732433
3,updateVehicle,1684248732434,1684248732762
3,updateVehicle,1684248732762,1684248733073
3,updateVehicle,1684248733073,1684248733435
3,updateVehicle,1684248733436,1684248733774
3,updateVehicle,1684248733774,1684248734171
3,updateVehicle,1684248734171,1684248734572
3,addVehicle,1684248734573,1684248735093
3,updateVehicle,1684248735093,1684248735424
3,updateVehicle,1684248735425,1684248735786
3,updateVehicle,1684248735786,1684248736138
3,updateVehicle,1684248736138,1684248736471
3,updateVehicle,1684248736471,1684248736835
3,addVehicle,1684248736835,1684248737181
3,updateVehicle,1684248737181,1684248737502
3,updateVehicle,1684248737502,1684248737864
3,updateVehicle,1684248737864,1684248738257
3,updateVehicle,1684248738257,1684248738596
3,addVehicle,1684248738596,1684248738949
3,updateVehicle,1684248738949,1684248739342
3,updateVehicle,1684248739342,1684248739676
3,addVehicle,1684248739676,1684248740042
3,updateVehicle,1684248740043,1684248740401
3,updateVehicle,1684248740401,1684248740749
3,updateVehicle,1684248740749,1684248741146
3,updateVehicle,1684248741147,1684248741474
3,updateVehicle,1684248741474,1684248741839
3,updateVehicle,1684248741839,1684248742182
3,updateVehicle,1684248742182,1684248742528
3,updateVehicle,1684248742528,1684248742905
3,updateVehicle,1684248742905,1684248743250
3,updateVehicle,1684248743250,1684248743592
3,addVehicle,1684248743592,1684248743965
3,updateVehicle,1684248743965,1684248744354
3,updateVehicle,1684248744354,1684248744740
3,updateVehicle,1684248744740,1684248745116
3,addVehicle,1684248745116,1684248745515
3,updateVehicle,1684248745515,1684248745868
3,updateVehicle,1684248745868,1684248746237
3,updateVehicle,1684248746237,1684248746600
3,updateVehicle,1684248746600,1684248746949
3,updateVehicle,1684248746949,1684248747309
3,updateVehicle,1684248747309,1684248747668
3,addVehicle,1684248747668,1684248748017
3,updateVehicle,1684248748017,1684248748365
3,updateVehicle,1684248748365,1684248748702
3,updateVehicle,1684248748703,1684248749040
3,updateVehicle,1684248749040,1684248749416
3,updateVehicle,1684248749416,1684248749741
3,updateVehicle,1684248749741,1684248750135
3,updateVehicle,1684248750135,1684248750469
3,updateVehicle,1684248750469,1684248750816
3,updateVehicle,1684248750816,1684248751139
3,updateVehicle,1684248751139,1684248751525
3,addVehicle,1684248751525,1684248751861
3,updateVehicle,1684248751861,1684248752215
3,updateVehicle,1684248752215,1684248752570
3,updateVehicle,1684248752570,1684248752935
3,updateVehicle,1684248752935,1684248753355
3,updateVehicle,1684248753355,1684248753673
3,updateVehicle,1684248753673,1684248754015
3,updateVehicle,1684248754015,1684248754380
3,addVehicle,1684248754380,1684248754738
3,updateVehicle,1684248754738,1684248755154
3,updateVehicle,1684248755154,1684248755496
3,updateVehicle,1684248755496,1684248755852
3,updateVehicle,1684248755852,1684248756158
3,updateVehicle,1684248756158,1684248756505
3,updateVehicle,1684248756505,1684248756873
3,updateVehicle,1684248756873,1684248757219
3,updateVehicle,1684248757219,1684248757550
3,updateVehicle,1684248757550,1684248757885
3,addVehicle,1684248757885,1684248758253
3,updateVehicle,1684248758253,1684248758662
3,updateVehicle,1684248758662,1684248758996
3,updateVehicle,1684248758996,1684248759336
3,updateVehicle,1684248759336,1684248759664
3,updateVehicle,1684248759665,1684248759998
3,updateVehicle,1684248759998,1684248760398
3,updateVehicle,1684248760398,1684248760749
3,updateVehicle,1684248760749,1684248761075
3,updateVehicle,1684248761075,1684248761446
3,updateVehicle,1684248761446,1684248761794
3,addVehicle,1684248761794,1684248762210
3,updateVehicle,1684248762210,1684248762582
3,updateVehicle,1684248762582,1684248762925
3,updateVehicle,1684248762925,1684248763296
3,updateVehicle,1684248763296,1684248763654
3,updateVehicle,1684248763654,1684248763999
3,updateVehicle,1684248763999,1684248764319
3,updateVehicle,1684248764319,1684248764600
3,addVehicle,1684248764600,1684248764967
3,updateVehicle,1684248764967,1684248765331
3,updateVehicle,1684248765331,1684248765704
3,updateVehicle,1684248765704,1684248766064
3,updateVehicle,1684248766064,1684248766428
3,updateVehicle,1684248766428,1684248766722
3,updateVehicle,1684248766723,1684248767091
3,updateVehicle,1684248767091,1684248767469
3,updateVehicle,1684248767469,1684248767865
3,updateVehicle,1684248767866,1684248768209
3,addVehicle,1684248768209,1684248768719
3,updateVehicle,1684248768719,1684248769162
3,updateVehicle,1684248769162,1684248769518
3,updateVehicle,1684248769518,1684248769864
3,updateVehicle,1684248769864,1684248770215
3,updateVehicle,1684248770215,1684248770535
3,addVehicle,1684248770536,1684248770965
3,updateVehicle,1684248770965,1684248771320
3,updateVehicle,1684248771320,1684248771630
3,updateVehicle,1684248771630,1684248771909
3,updateVehicle,1684248771909,1684248772289
3,updateVehicle,1684248772289,1684248772703
3,updateVehicle,1684248772703,1684248773045
3,updateVehicle,1684248773045,1684248773335
3,updateVehicle,1684248773335,1684248773684
3,updateVehicle,1684248773684,1684248774013
3,addVehicle,1684248774013,1684248774371
3,updateVehicle,1684248774371,1684248774779
3,updateVehicle,1684248774779,1684248775109
3,updateVehicle,1684248775109,1684248775451
3,updateVehicle,1684248775451,1684248775824
3,updateVehicle,1684248775824,1684248776169
3,addVehicle,1684248776170,1684248776570
3,updateVehicle,1684248776570,1684248776910
3,addVehicle,1684248776910,1684248777252
3,updateVehicle,1684248777253,1684248777602
3,updateVehicle,1684248777602,1684248777908
3,updateVehicle,1684248777908,1684248778342
3,updateVehicle,1684248778342,1684248778671
3,updateVehicle,1684248778671,1684248778989
3,updateVehicle,1684248778989,1684248779324
3,updateVehicle,1684248779324,1684248779688
3,updateVehicle,1684248779688,1684248780052
3,updateVehicle,1684248780053,1684248780431
3,updateVehicle,1684248780431,1684248780829
3,addVehicle,1684248780829,1684248781179
3,updateVehicle,1684248781179,1684248781478
3,updateVehicle,1684248781478,1684248781803
3,updateVehicle,1684248781803,1684248782251
3,updateVehicle,1684248782251,1684248782602
3,updateVehicle,1684248782602,1684248782892
3,updateVehicle,1684248782892,1684248783235
3,addVehicle,1684248783235,1684248783675
3,updateVehicle,1684248783675,1684248784029
3,updateVehicle,1684248784029,1684248784367
3,updateVehicle,1684248784367,1684248784682
3,updateVehicle,1684248784682,1684248785032
3,updateVehicle,1684248785032,1684248785425
3,updateVehicle,1684248785425,1684248785800
3,updateVehicle,1684248785800,1684248786151
3,updateVehicle,1684248786151,1684248786502
3,addVehicle,1684248786502,1684248786821
3,updateVehicle,1684248786821,1684248787173
3,updateVehicle,1684248787173,1684248787587
3,updateVehicle,1684248787587,1684248787919
3,updateVehicle,1684248787919,1684248788294
3,updateVehicle,1684248788294,1684248788615
3,updateVehicle,1684248788615,1684248789134
3,updateVehicle,1684248789134,1684248789510
3,addVehicle,1684248789511,1684248789898
3,updateVehicle,1684248789898,1684248790267
3,updateVehicle,1684248790267,1684248790627
3,updateVehicle,1684248790627,1684248790985
3,updateVehicle,1684248790985,1684248791340
3,addVehicle,1684248791340,1684248791701
3,updateVehicle,1684248791701,1684248792045
3,updateVehicle,1684248792045,1684248792466
3,updateVehicle,1684248792466,1684248792784
3,updateVehicle,1684248792784,1684248793136
3,updateVehicle,1684248793136,1684248793478
3,updateVehicle,1684248793479,1684248793811
3,updateVehicle,1684248793811,1684248794232
3,updateVehicle,1684248794232,1684248794574
3,addVehicle,1684248794574,1684248794963
3,updateVehicle,1684248794963,1684248795293
3,updateVehicle,1684248795293,1684248795654
3,updateVehicle,1684248795654,1684248796020
3,updateVehicle,1684248796020,1684248796387
3,updateVehicle,1684248796387,1684248796737
3,updateVehicle,1684248796737,1684248797096
3,updateVehicle,1684248797096,1684248797418
3,updateVehicle,1684248797418,1684248797750
3,updateVehicle,1684248797750,1684248798153
3,addVehicle,1684248798153,1684248798551
3,updateVehicle,1684248798551,1684248798880
3,updateVehicle,1684248798880,1684248799228
3,updateVehicle,1684248799228,1684248799657
3,updateVehicle,1684248799657,1684248800032
3,updateVehicle,1684248800032,1684248800363
3,updateVehicle,1684248800363,1684248800714
3,addVehicle,1684248800714,1684248801091
3,updateVehicle,1684248801091,1684248801444
3,updateVehicle,1684248801444,1684248801839
3,updateVehicle,1684248801839,1684248802162
3,updateVehicle,1684248802162,1684248802475
3,updateVehicle,1684248802475,1684248802842
3,updateVehicle,1684248802842,1684248803182
3,updateVehicle,1684248803182,1684248803637
3,updateVehicle,1684248803637,1684248804022
3,updateVehicle,1684248804022,1684248804351
3,addVehicle,1684248804352,1684248804694
3,updateVehicle,1684248804694,1684248805023
3,updateVehicle,1684248805024,1684248805423
3,updateVehicle,1684248805423,1684248805774
3,updateVehicle,1684248805775,1684248806099
3,updateVehicle,1684248806099,1684248806621
3,addVehicle,1684248806621,1684248806985
3,updateVehicle,1684248806985,1684248807386
3,updateVehicle,1684248807386,1684248807688
3,updateVehicle,1684248807688,1684248808016
3,updateVehicle,1684248808016,1684248808356
3,updateVehicle,1684248808356,1684248808692
3,addVehicle,1684248808692,1684248809109
3,updateVehicle,1684248809109,1684248809499
3,updateVehicle,1684248809499,1684248809831
3,updateVehicle,1684248809831,1684248810165
3,updateVehicle,1684248810165,1684248810508
3,updateVehicle,1684248810508,1684248810830
3,updateVehicle,1684248810830,1684248811216
3,updateVehicle,1684248811216,1684248811539
3,updateVehicle,1684248811539,1684248811879
3,addVehicle,1684248811879,1684248812235
3,updateVehicle,1684248812235,1684248812573
3,addVehicle,1684248812573,1684248812961
3,updateVehicle,1684248812961,1684248813297
3,updateVehicle,1684248813297,1684248813707
3,updateVehicle,1684248813707,1684248814059
3,updateVehicle,1684248814059,1684248814411
3,addVehicle,1684248814411,1684248814797
3,updateVehicle,1684248814797,1684248815151
3,updateVehicle,1684248815151,1684248815484
3,updateVehicle,1684248815484,1684248815858
3,updateVehicle,1684248815859,1684248816193
3,updateVehicle,1684248816193,1684248816548
3,addVehicle,1684248816548,1684248816932
3,updateVehicle,1684248816932,1684248817248
3,updateVehicle,1684248817249,1684248817635
